Probe	Chromosome	Start	End
ChrX:47420001-47422000	X	47420001	47426000
ChrX:47436001-47438000	X	47436001	47442000
ChrX:47738001-47740000	X	47738001	47742000
ChrX:47790001-47792000	X	47790001	47796000
ChrX:47868001-47870000	X	47868001	47872000
ChrX:48700001-48702000	X	48700001	48704000
ChrX:48742001-48744000	X	48742001	48744000
ChrX:48756001-48758000	X	48756001	48762000
ChrX:48848001-48850000	X	48848001	48852000
ChrX:48950001-48952000	X	48950001	48952000
ChrX:48962001-48964000	X	48962001	48972000
ChrX:49296001-49298000	X	49296001	49302000
ChrX:49352001-49354000	X	49352001	49364000
ChrX:49426001-49428000	X	49426001	49432000
ChrX:49562001-49564000	X	49562001	49568000
ChrX:49606001-49608000	X	49606001	49616000
ChrX:49640001-49642000	X	49640001	49642000
ChrX:49694001-49696000	X	49694001	49700000
ChrX:49716001-49718000	X	49716001	49718000
ChrX:49952001-49954000	X	49952001	49956000
ChrX:49966001-49968000	X	49966001	49968000
ChrX:49978001-49980000	X	49978001	49980000
ChrX:49998001-50000000	X	49998001	50004000
ChrX:50084001-50086000	X	50084001	50090000
ChrX:50160001-50162000	X	50160001	50164000
ChrX:50180001-50182000	X	50180001	50186000
ChrX:50212001-50214000	X	50212001	50218000
ChrX:50228001-50230000	X	50228001	50230000
ChrX:50262001-50264000	X	50262001	50264000
ChrX:50344001-50346000	X	50344001	50348000
ChrX:50386001-50388000	X	50386001	50388000
ChrX:50394001-50396000	X	50394001	50396000
ChrX:50416001-50418000	X	50416001	50418000
ChrX:50464001-50466000	X	50464001	50466000
ChrX:50508001-50510000	X	50508001	50510000
ChrX:50534001-50536000	X	50534001	50536000
ChrX:50650001-50652000	X	50650001	50652000
ChrX:50812001-50814000	X	50812001	50818000
ChrX:51256001-51258000	X	51256001	51262000
ChrX:51272001-51274000	X	51272001	51276000
ChrX:51352001-51354000	X	51352001	51356000
ChrX:51438001-51440000	X	51438001	51442000
ChrX:51568001-51570000	X	51568001	51572000
ChrX:51730001-51732000	X	51730001	51734000
ChrX:51916001-51918000	X	51916001	51918000
ChrX:51926001-51928000	X	51926001	51930000
ChrX:51996001-51998000	X	51996001	51998000
ChrX:52356001-52358000	X	52356001	52360000
ChrX:53476001-53478000	X	53476001	53576000
ChrX:53582001-53584000	X	53582001	53584000
ChrX:53658001-53660000	X	53658001	53664000
ChrX:53804001-53806000	X	53804001	53808000
ChrX:53900001-53902000	X	53900001	53902000
ChrX:54110001-54112000	X	54110001	54112000
ChrX:54220001-54222000	X	54220001	54222000
ChrX:54226001-54228000	X	54226001	54232000
ChrX:54270001-54272000	X	54270001	54492000
ChrX:54494001-54496000	X	54494001	54724000
ChrX:54728001-54730000	X	54728001	54754000
ChrX:54756001-54758000	X	54756001	55166000
ChrX:55168001-55170000	X	55168001	55176000
ChrX:55178001-55180000	X	55178001	55190000
ChrX:55192001-55194000	X	55192001	55288000
ChrX:55292001-55294000	X	55292001	55294000
ChrX:55324001-55326000	X	55324001	55328000
ChrX:55344001-55346000	X	55344001	55346000
ChrX:55428001-55430000	X	55428001	55430000
ChrX:55468001-55470000	X	55468001	55470000
ChrX:55514001-55516000	X	55514001	55518000
ChrX:55538001-55540000	X	55538001	55540000
ChrX:55602001-55604000	X	55602001	55606000
ChrX:55626001-55628000	X	55626001	55630000
ChrX:55682001-55684000	X	55682001	55686000
ChrX:55716001-55718000	X	55716001	55742000
ChrX:55744001-55746000	X	55744001	55806000
ChrX:55888001-55890000	X	55888001	55890000
ChrX:55980001-55982000	X	55980001	55982000
ChrX:56000001-56002000	X	56000001	56002000
ChrX:56082001-56084000	X	56082001	56088000
ChrX:56184001-56186000	X	56184001	56190000
ChrX:56218001-56220000	X	56218001	56222000
ChrX:56238001-56240000	X	56238001	56240000
ChrX:56284001-56286000	X	56284001	56286000
ChrX:56410001-56412000	X	56410001	56414000
ChrX:56882001-56884000	X	56882001	56886000
ChrX:57544001-57546000	X	57544001	57550000
ChrX:57600001-57602000	X	57600001	57606000
ChrX:57644001-57646000	X	57644001	57648000
ChrX:57820001-57822000	X	57820001	57824000
ChrX:58208001-58210000	X	58208001	58220000
ChrX:58258001-58260000	X	58258001	58264000
ChrX:58290001-58292000	X	58290001	58294000
ChrX:58360001-58362000	X	58360001	58366000
ChrX:58384001-58386000	X	58384001	58390000
ChrX:58476001-58478000	X	58476001	58478000
ChrX:58790001-58792000	X	58790001	58794000
ChrX:58796001-58798000	X	58796001	58800000
ChrX:58862001-58864000	X	58862001	58868000
ChrX:58914001-58916000	X	58914001	58918000
ChrX:59284001-59286000	X	59284001	59290000
ChrX:59350001-59352000	X	59350001	59352000
ChrX:59460001-59462000	X	59460001	59466000
ChrX:59670001-59672000	X	59670001	59676000
ChrX:59726001-59728000	X	59726001	59728000
ChrX:59788001-59790000	X	59788001	59796000
ChrX:60096001-60098000	X	60096001	60098000
ChrX:60204001-60206000	X	60204001	60206000
ChrX:60444001-60446000	X	60444001	60446000
ChrX:60510001-60512000	X	60510001	60516000
ChrX:60620001-60622000	X	60620001	60624000
ChrX:60666001-60668000	X	60666001	60670000
ChrX:60952001-60954000	X	60952001	60958000
ChrX:61252001-61254000	X	61252001	61266000
ChrX:61330001-61332000	X	61330001	61334000
ChrX:61340001-61342000	X	61340001	61344000
ChrX:61440001-61442000	X	61440001	61446000
ChrX:61768001-61770000	X	61768001	61772000
ChrX:61870001-61872000	X	61870001	61872000
ChrX:61940001-61942000	X	61940001	61944000
ChrX:61964001-61966000	X	61964001	61970000
ChrX:62066001-62068000	X	62066001	62072000
ChrX:62078001-62080000	X	62078001	62082000
ChrX:62110001-62112000	X	62110001	62114000
ChrX:62198001-62200000	X	62198001	62204000
ChrX:62522001-62524000	X	62522001	62524000
ChrX:62532001-62534000	X	62532001	62534000
ChrX:62618001-62620000	X	62618001	62622000
ChrX:62626001-62628000	X	62626001	62632000
ChrX:62750001-62752000	X	62750001	62752000
ChrX:62772001-62774000	X	62772001	62774000
ChrX:62798001-62800000	X	62798001	62800000
ChrX:62842001-62844000	X	62842001	62846000
ChrX:62866001-62868000	X	62866001	62870000
ChrX:62886001-62888000	X	62886001	62890000
ChrX:62896001-62898000	X	62896001	62898000
ChrX:62912001-62914000	X	62912001	62914000
ChrX:62932001-62934000	X	62932001	62938000
ChrX:62948001-62950000	X	62948001	62950000
ChrX:63122001-63124000	X	63122001	63126000
ChrX:63448001-63450000	X	63448001	63452000
ChrX:63472001-63474000	X	63472001	63474000
ChrX:63510001-63512000	X	63510001	63514000
ChrX:63636001-63638000	X	63636001	63640000
ChrX:63854001-63856000	X	63854001	63856000
ChrX:63890001-63892000	X	63890001	63892000
ChrX:63946001-63948000	X	63946001	63952000
ChrX:64032001-64034000	X	64032001	64036000
ChrX:64126001-64128000	X	64126001	64132000
ChrX:64490001-64492000	X	64490001	64496000
ChrX:64542001-64544000	X	64542001	64544000
ChrX:64556001-64558000	X	64556001	64560000
ChrX:64626001-64628000	X	64626001	64632000
ChrX:64678001-64680000	X	64678001	64680000
ChrX:64884001-64886000	X	64884001	64890000
ChrX:64934001-64936000	X	64934001	64938000
ChrX:64996001-64998000	X	64996001	65002000
ChrX:65088001-65090000	X	65088001	65092000
ChrX:65154001-65156000	X	65154001	65156000
ChrX:65158001-65160000	X	65158001	65160000
ChrX:65408001-65410000	X	65408001	65412000
ChrX:65540001-65542000	X	65540001	65546000
ChrX:65668001-65670000	X	65668001	65674000
ChrX:65708001-65710000	X	65708001	65712000
ChrX:65820001-65822000	X	65820001	65824000
ChrX:65874001-65876000	X	65874001	65876000
ChrX:65888001-65890000	X	65888001	65890000
ChrX:65964001-65966000	X	65964001	65966000
ChrX:65976001-65978000	X	65976001	65980000
ChrX:66078001-66080000	X	66078001	66084000
ChrX:66266001-66268000	X	66266001	66268000
ChrX:66332001-66334000	X	66332001	66336000
ChrX:66452001-66454000	X	66452001	66458000
ChrX:66494001-66496000	X	66494001	66502000
ChrX:66610001-66612000	X	66610001	66614000
ChrX:66784001-66786000	X	66784001	66786000
ChrX:66824001-66826000	X	66824001	66836000
ChrX:67014001-67016000	X	67014001	67020000
ChrX:67032001-67034000	X	67032001	67038000
ChrX:67048001-67050000	X	67048001	67052000
ChrX:67144001-67146000	X	67144001	67150000
ChrX:67344001-67346000	X	67344001	67348000
ChrX:67374001-67376000	X	67374001	67380000
ChrX:67432001-67434000	X	67432001	67434000
ChrX:67446001-67448000	X	67446001	67448000
ChrX:67452001-67454000	X	67452001	67454000
ChrX:67468001-67470000	X	67468001	67470000
ChrX:67544001-67546000	X	67544001	67548000
ChrX:67674001-67676000	X	67674001	67678000
ChrX:67682001-67684000	X	67682001	67694000
ChrX:67696001-67698000	X	67696001	67708000
ChrX:67958001-67960000	X	67958001	67962000
ChrX:68032001-68034000	X	68032001	68034000
ChrX:68098001-68100000	X	68098001	68100000
ChrX:68178001-68180000	X	68178001	68182000
ChrX:68266001-68268000	X	68266001	68270000
ChrX:68340001-68342000	X	68340001	68346000
ChrX:68368001-68370000	X	68368001	68370000
ChrX:68518001-68520000	X	68518001	68522000
ChrX:68822001-68824000	X	68822001	68824000
ChrX:68876001-68878000	X	68876001	68878000
ChrX:69012001-69014000	X	69012001	69014000
ChrX:69018001-69020000	X	69018001	69024000
ChrX:69168001-69170000	X	69168001	69170000
ChrX:69182001-69184000	X	69182001	69184000
ChrX:69248001-69250000	X	69248001	69252000
ChrX:69336001-69338000	X	69336001	69338000
ChrX:69406001-69408000	X	69406001	69408000
ChrX:69466001-69468000	X	69466001	69470000
ChrX:69574001-69576000	X	69574001	69580000
ChrX:69630001-69632000	X	69630001	69636000
ChrX:69932001-69934000	X	69932001	69938000
ChrX:70056001-70058000	X	70056001	70062000
ChrX:70068001-70070000	X	70068001	70072000
ChrX:70264001-70266000	X	70264001	70270000
ChrX:70404001-70406000	X	70404001	70406000
ChrX:70408001-70410000	X	70408001	70420000
ChrX:70422001-70424000	X	70422001	70426000
ChrX:70428001-70430000	X	70428001	70430000
ChrX:70432001-70434000	X	70432001	70454000
ChrX:70486001-70488000	X	70486001	70506000
ChrX:70510001-70512000	X	70510001	70512000
ChrX:70516001-70518000	X	70516001	70518000
ChrX:70522001-70524000	X	70522001	70532000
ChrX:70534001-70536000	X	70534001	70536000
ChrX:70662001-70664000	X	70662001	70664000
ChrX:70742001-70744000	X	70742001	70748000
ChrX:70850001-70852000	X	70850001	70856000
ChrX:70860001-70862000	X	70860001	70866000
ChrX:70984001-70986000	X	70984001	70986000
ChrX:71686001-71688000	X	71686001	71688000
ChrX:71690001-71692000	X	71690001	71692000
ChrX:71882001-71884000	X	71882001	71884000
ChrX:72080001-72082000	X	72080001	72086000
ChrX:72102001-72104000	X	72102001	72108000
ChrX:72124001-72126000	X	72124001	72130000
ChrX:72144001-72146000	X	72144001	72150000
ChrX:72178001-72180000	X	72178001	72182000
ChrX:72190001-72192000	X	72190001	72192000
ChrX:72400001-72402000	X	72400001	72404000
ChrX:72514001-72516000	X	72514001	72516000
ChrX:72528001-72530000	X	72528001	72530000
ChrX:72574001-72576000	X	72574001	72586000
ChrX:72614001-72616000	X	72614001	72620000
ChrX:72680001-72682000	X	72680001	72686000
ChrX:72742001-72744000	X	72742001	72748000
ChrX:72752001-72754000	X	72752001	72754000
ChrX:72876001-72878000	X	72876001	72878000
ChrX:72932001-72934000	X	72932001	72938000
ChrX:72942001-72944000	X	72942001	72948000
ChrX:73074001-73076000	X	73074001	73078000
ChrX:73104001-73106000	X	73104001	73130000
ChrX:73136001-73138000	X	73136001	73160000
ChrX:73166001-73168000	X	73166001	73178000
ChrX:73202001-73204000	X	73202001	73210000
ChrX:73220001-73222000	X	73220001	73222000
ChrX:73238001-73240000	X	73238001	73240000
ChrX:73248001-73250000	X	73248001	73252000
ChrX:73254001-73256000	X	73254001	73258000
ChrX:73268001-73270000	X	73268001	73276000
ChrX:73284001-73286000	X	73284001	73290000
ChrX:73300001-73302000	X	73300001	73308000
ChrX:73462001-73464000	X	73462001	73464000
ChrX:74444001-74446000	X	74444001	74446000
ChrX:74536001-74538000	X	74536001	74540000
ChrX:74616001-74618000	X	74616001	74622000
ChrX:74636001-74638000	X	74636001	74644000
ChrX:74646001-74648000	X	74646001	74676000
ChrX:74678001-74680000	X	74678001	74680000
ChrX:74686001-74688000	X	74686001	74688000
ChrX:74732001-74734000	X	74732001	74734000
ChrX:74778001-74780000	X	74778001	74782000
ChrX:74802001-74804000	X	74802001	74836000
ChrX:74838001-74840000	X	74838001	74846000
ChrX:74864001-74866000	X	74864001	74880000
ChrX:74890001-74892000	X	74890001	74892000
ChrX:74934001-74936000	X	74934001	74938000
ChrX:74950001-74952000	X	74950001	74952000
ChrX:75196001-75198000	X	75196001	75200000
ChrX:75304001-75306000	X	75304001	75310000
ChrX:75358001-75360000	X	75358001	75362000
ChrX:75582001-75584000	X	75582001	75586000
ChrX:75590001-75592000	X	75590001	75592000
ChrX:75610001-75612000	X	75610001	75612000
ChrX:75646001-75648000	X	75646001	75654000
ChrX:75656001-75658000	X	75656001	75664000
ChrX:75730001-75732000	X	75730001	75734000
ChrX:75736001-75738000	X	75736001	75750000
ChrX:75938001-75940000	X	75938001	75944000
ChrX:75952001-75954000	X	75952001	75960000
ChrX:76148001-76150000	X	76148001	76152000
ChrX:76238001-76240000	X	76238001	76242000
ChrX:76272001-76274000	X	76272001	76280000
ChrX:76362001-76364000	X	76362001	76368000
ChrX:76464001-76466000	X	76464001	76470000
ChrX:76598001-76600000	X	76598001	76600000
ChrX:76702001-76704000	X	76702001	76706000
ChrX:76762001-76764000	X	76762001	76766000
ChrX:76834001-76836000	X	76834001	76840000
ChrX:76894001-76896000	X	76894001	76898000
ChrX:76900001-76902000	X	76900001	76902000
ChrX:76950001-76952000	X	76950001	76952000
ChrX:77074001-77076000	X	77074001	77078000
ChrX:77258001-77260000	X	77258001	77274000
ChrX:77316001-77318000	X	77316001	77322000
ChrX:77336001-77338000	X	77336001	77338000
ChrX:77344001-77346000	X	77344001	77346000
ChrX:77398001-77400000	X	77398001	77404000
ChrX:77818001-77820000	X	77818001	77820000
ChrX:77884001-77886000	X	77884001	77886000
ChrX:77896001-77898000	X	77896001	77900000
ChrX:77918001-77920000	X	77918001	77922000
ChrX:77924001-77926000	X	77924001	77926000
ChrX:77928001-77930000	X	77928001	77930000
ChrX:77970001-77972000	X	77970001	77974000
ChrX:77986001-77988000	X	77986001	77990000
ChrX:77992001-77994000	X	77992001	77996000
ChrX:78078001-78080000	X	78078001	78080000
ChrX:78094001-78096000	X	78094001	78096000
ChrX:78120001-78122000	X	78120001	78122000
ChrX:78186001-78188000	X	78186001	78192000
ChrX:78232001-78234000	X	78232001	78236000
ChrX:78242001-78244000	X	78242001	78246000
ChrX:78334001-78336000	X	78334001	78338000
ChrX:78340001-78342000	X	78340001	78354000
ChrX:78394001-78396000	X	78394001	78396000
ChrX:78424001-78426000	X	78424001	78426000
ChrX:78430001-78432000	X	78430001	78434000
ChrX:78684001-78686000	X	78684001	78686000
ChrX:78710001-78712000	X	78710001	78714000
ChrX:78888001-78890000	X	78888001	78890000
ChrX:78892001-78894000	X	78892001	78894000
ChrX:78940001-78942000	X	78940001	78944000
ChrX:79030001-79032000	X	79030001	79032000
ChrX:79068001-79070000	X	79068001	79072000
ChrX:79144001-79146000	X	79144001	79150000
ChrX:79536001-79538000	X	79536001	79544000
ChrX:79612001-79614000	X	79612001	79614000
ChrX:79690001-79692000	X	79690001	79692000
ChrX:79712001-79714000	X	79712001	79718000
ChrX:79738001-79740000	X	79738001	79744000
ChrX:79786001-79788000	X	79786001	79794000
ChrX:79820001-79822000	X	79820001	79826000
ChrX:79856001-79858000	X	79856001	79862000
ChrX:79922001-79924000	X	79922001	79926000
ChrX:80088001-80090000	X	80088001	80090000
ChrX:80140001-80142000	X	80140001	80144000
ChrX:80208001-80210000	X	80208001	80214000
ChrX:80382001-80384000	X	80382001	80384000
ChrX:80468001-80470000	X	80468001	80472000
ChrX:80504001-80506000	X	80504001	80506000
ChrX:80544001-80546000	X	80544001	80546000
ChrX:80558001-80560000	X	80558001	80562000
ChrX:80580001-80582000	X	80580001	80584000
ChrX:80596001-80598000	X	80596001	80604000
ChrX:80768001-80770000	X	80768001	80770000
ChrX:80816001-80818000	X	80816001	80822000
ChrX:80890001-80892000	X	80890001	80896000
ChrX:80960001-80962000	X	80960001	80966000
ChrX:81198001-81200000	X	81198001	81202000
ChrX:81204001-81206000	X	81204001	81208000
ChrX:81244001-81246000	X	81244001	81248000
ChrX:81414001-81416000	X	81414001	81418000
ChrX:81568001-81570000	X	81568001	81574000
ChrX:81648001-81650000	X	81648001	81652000
ChrX:81678001-81680000	X	81678001	81684000
ChrX:81762001-81764000	X	81762001	81766000
ChrX:81840001-81842000	X	81840001	81842000
ChrX:81864001-81866000	X	81864001	81868000
ChrX:81984001-81986000	X	81984001	81988000
ChrX:82088001-82090000	X	82088001	82090000
ChrX:82160001-82162000	X	82160001	82162000
ChrX:82204001-82206000	X	82204001	82208000
ChrX:82244001-82246000	X	82244001	82248000
ChrX:82264001-82266000	X	82264001	82268000
ChrX:82390001-82392000	X	82390001	82394000
ChrX:82478001-82480000	X	82478001	82482000
ChrX:82534001-82536000	X	82534001	82538000
ChrX:82604001-82606000	X	82604001	82608000
ChrX:82652001-82654000	X	82652001	82662000
ChrX:82936001-82938000	X	82936001	82940000
ChrX:82972001-82974000	X	82972001	82976000
ChrX:83500001-83502000	X	83500001	83508000
ChrX:83512001-83514000	X	83512001	83514000
ChrX:83536001-83538000	X	83536001	83540000
ChrX:83552001-83554000	X	83552001	83554000
ChrX:83890001-83892000	X	83890001	83894000
ChrX:84130001-84132000	X	84130001	84136000
ChrX:84154001-84156000	X	84154001	84160000
ChrX:84292001-84294000	X	84292001	84296000
ChrX:84390001-84392000	X	84390001	84396000
ChrX:84510001-84512000	X	84510001	84512000
ChrX:84540001-84542000	X	84540001	84546000
ChrX:84608001-84610000	X	84608001	84612000
ChrX:84810001-84812000	X	84810001	84814000
ChrX:85372001-85374000	X	85372001	85374000
ChrX:85508001-85510000	X	85508001	85510000
ChrX:86218001-86220000	X	86218001	86224000
ChrX:86284001-86286000	X	86284001	86286000
ChrX:86300001-86302000	X	86300001	86302000
ChrX:86410001-86412000	X	86410001	86412000
ChrX:86540001-86542000	X	86540001	86542000
ChrX:86578001-86580000	X	86578001	86582000
ChrX:86644001-86646000	X	86644001	86646000
ChrX:86822001-86824000	X	86822001	86828000
ChrX:86892001-86894000	X	86892001	86898000
ChrX:86938001-86940000	X	86938001	86944000
ChrX:87078001-87080000	X	87078001	87084000
ChrX:87222001-87224000	X	87222001	87224000
ChrX:87256001-87258000	X	87256001	87262000
ChrX:87430001-87432000	X	87430001	87432000
ChrX:87460001-87462000	X	87460001	87466000
ChrX:87668001-87670000	X	87668001	87672000
ChrX:87840001-87842000	X	87840001	87844000
ChrX:87926001-87928000	X	87926001	87932000
ChrX:88232001-88234000	X	88232001	88234000
ChrX:88350001-88352000	X	88350001	88352000
ChrX:88680001-88682000	X	88680001	88682000
ChrX:88886001-88888000	X	88886001	88892000
ChrX:88992001-88994000	X	88992001	88998000
ChrX:89012001-89014000	X	89012001	89016000
ChrX:89182001-89184000	X	89182001	89184000
ChrX:89200001-89202000	X	89200001	89212000
ChrX:89300001-89302000	X	89300001	89306000
ChrX:89424001-89426000	X	89424001	89428000
ChrX:89490001-89492000	X	89490001	89498000
ChrX:89522001-89524000	X	89522001	89524000
ChrX:89634001-89636000	X	89634001	89636000
ChrX:89678001-89680000	X	89678001	89680000
ChrX:90250001-90252000	X	90250001	90252000
ChrX:90330001-90332000	X	90330001	90336000
ChrX:90380001-90382000	X	90380001	90384000
ChrX:90440001-90442000	X	90440001	90442000
ChrX:90526001-90528000	X	90526001	90530000
ChrX:90606001-90608000	X	90606001	90612000
ChrX:90666001-90668000	X	90666001	90672000
ChrX:90712001-90714000	X	90712001	90718000
ChrX:90840001-90842000	X	90840001	90844000
ChrX:90858001-90860000	X	90858001	90860000
ChrX:91050001-91052000	X	91050001	91056000
ChrX:91122001-91124000	X	91122001	91124000
ChrX:91126001-91128000	X	91126001	91130000
ChrX:91158001-91160000	X	91158001	91162000
ChrX:91330001-91332000	X	91330001	91332000
ChrX:91336001-91338000	X	91336001	91340000
ChrX:91364001-91366000	X	91364001	91366000
ChrX:91392001-91394000	X	91392001	91396000
ChrX:91414001-91416000	X	91414001	91418000
ChrX:91448001-91450000	X	91448001	91482000
ChrX:91584001-91586000	X	91584001	91600000
ChrX:91610001-91612000	X	91610001	91614000
ChrX:91632001-91634000	X	91632001	91644000
ChrX:91646001-91648000	X	91646001	91648000
ChrX:91654001-91656000	X	91654001	91656000
ChrX:91664001-91666000	X	91664001	91666000
ChrX:91744001-91746000	X	91744001	91748000
ChrX:91750001-91752000	X	91750001	91752000
ChrX:91758001-91760000	X	91758001	91760000
ChrX:91762001-91764000	X	91762001	91764000
ChrX:91768001-91770000	X	91768001	91784000
ChrX:91786001-91788000	X	91786001	91788000
ChrX:91796001-91798000	X	91796001	91800000
ChrX:91818001-91820000	X	91818001	91824000
ChrX:91836001-91838000	X	91836001	91844000
ChrX:91846001-91848000	X	91846001	91852000
ChrX:91896001-91898000	X	91896001	91902000
ChrX:91906001-91908000	X	91906001	91910000
ChrX:91930001-91932000	X	91930001	91966000
ChrX:92008001-92010000	X	92008001	92012000
ChrX:92016001-92018000	X	92016001	92018000
ChrX:92026001-92028000	X	92026001	92028000
ChrX:92250001-92252000	X	92250001	92254000
ChrX:92270001-92272000	X	92270001	92274000
ChrX:92568001-92570000	X	92568001	92570000
ChrX:92574001-92576000	X	92574001	92578000
ChrX:92616001-92618000	X	92616001	92620000
ChrX:92714001-92716000	X	92714001	92718000
ChrX:92766001-92768000	X	92766001	92768000
ChrX:92802001-92804000	X	92802001	92806000
ChrX:92910001-92912000	X	92910001	92914000
ChrX:92920001-92922000	X	92920001	92922000
ChrX:92944001-92946000	X	92944001	92950000
ChrX:93722001-93724000	X	93722001	93728000
ChrX:94448001-94450000	X	94448001	94452000
ChrX:94462001-94464000	X	94462001	94466000
ChrX:94576001-94578000	X	94576001	94578000
ChrX:94676001-94678000	X	94676001	94688000
ChrX:94690001-94692000	X	94690001	94692000
ChrX:94694001-94696000	X	94694001	94700000
ChrX:94708001-94710000	X	94708001	94726000
ChrX:94796001-94798000	X	94796001	94800000
ChrX:94804001-94806000	X	94804001	94816000
ChrX:94830001-94832000	X	94830001	94832000
ChrX:94834001-94836000	X	94834001	94840000
ChrX:94842001-94844000	X	94842001	94844000
ChrX:94846001-94848000	X	94846001	94856000
ChrX:94878001-94880000	X	94878001	94882000
ChrX:94884001-94886000	X	94884001	94914000
ChrX:94916001-94918000	X	94916001	94968000
ChrX:95266001-95268000	X	95266001	95270000
ChrX:95278001-95280000	X	95278001	95280000
ChrX:95286001-95288000	X	95286001	95292000
ChrX:95350001-95352000	X	95350001	95354000
ChrX:95414001-95416000	X	95414001	95418000
ChrX:95568001-95570000	X	95568001	95572000
ChrX:95694001-95696000	X	95694001	95700000
ChrX:95744001-95746000	X	95744001	95750000
ChrX:95754001-95756000	X	95754001	95760000
ChrX:95824001-95826000	X	95824001	95828000
ChrX:95870001-95872000	X	95870001	95876000
ChrX:96348001-96350000	X	96348001	96352000
ChrX:96380001-96382000	X	96380001	96386000
ChrX:96394001-96396000	X	96394001	96410000
ChrX:96534001-96536000	X	96534001	96538000
ChrX:96654001-96656000	X	96654001	96660000
ChrX:96684001-96686000	X	96684001	96686000
ChrX:96828001-96830000	X	96828001	96834000
ChrX:96862001-96864000	X	96862001	96872000
ChrX:96958001-96960000	X	96958001	96960000
ChrX:97050001-97052000	X	97050001	97056000
ChrX:97184001-97186000	X	97184001	97186000
ChrX:97258001-97260000	X	97258001	97260000
ChrX:97306001-97308000	X	97306001	97308000
ChrX:97486001-97488000	X	97486001	97488000
ChrX:97588001-97590000	X	97588001	97590000
ChrX:97604001-97606000	X	97604001	97612000
ChrX:97728001-97730000	X	97728001	97734000
ChrX:97834001-97836000	X	97834001	97840000
ChrX:97908001-97910000	X	97908001	97914000
ChrX:97942001-97944000	X	97942001	97946000
ChrX:97960001-97962000	X	97960001	97968000
ChrX:97970001-97972000	X	97970001	97976000
ChrX:98026001-98028000	X	98026001	98032000
ChrX:98104001-98106000	X	98104001	98114000
ChrX:98224001-98226000	X	98224001	98228000
ChrX:98364001-98366000	X	98364001	98366000
ChrX:98426001-98428000	X	98426001	98428000
ChrX:98500001-98502000	X	98500001	98502000
ChrX:98592001-98594000	X	98592001	98596000
ChrX:98608001-98610000	X	98608001	98610000
ChrX:98742001-98744000	X	98742001	98746000
ChrX:98804001-98806000	X	98804001	98806000
ChrX:99764001-99766000	X	99764001	99766000
ChrX:99902001-99904000	X	99902001	99908000
ChrX:100002001-100004000	X	100002001	100008000
ChrX:100108001-100110000	X	100108001	100114000
ChrX:100172001-100174000	X	100172001	100176000
ChrX:100296001-100298000	X	100296001	100302000
ChrX:100760001-100762000	X	100760001	100766000
ChrX:100860001-100862000	X	100860001	100866000
ChrX:100982001-100984000	X	100982001	100984000
ChrX:101020001-101022000	X	101020001	101022000
ChrX:101712001-101714000	X	101712001	101714000
ChrX:101788001-101790000	X	101788001	101790000
ChrX:101798001-101800000	X	101798001	101802000
ChrX:102562001-102564000	X	102562001	102566000
ChrX:102730001-102732000	X	102730001	102750000
ChrX:102786001-102788000	X	102786001	102790000
ChrX:102800001-102802000	X	102800001	102812000
ChrX:102834001-102836000	X	102834001	102838000
ChrX:102846001-102848000	X	102846001	102858000
ChrX:102862001-102864000	X	102862001	102864000
ChrX:102880001-102882000	X	102880001	102882000
ChrX:102994001-102996000	X	102994001	102996000
ChrX:103002001-103004000	X	103002001	103004000
ChrX:103006001-103008000	X	103006001	103016000
ChrX:103050001-103052000	X	103050001	103052000
ChrX:103066001-103068000	X	103066001	103078000
ChrX:103080001-103082000	X	103080001	103082000
ChrX:103084001-103086000	X	103084001	103086000
ChrX:103102001-103104000	X	103102001	103104000
ChrX:103122001-103124000	X	103122001	103124000
ChrX:103764001-103766000	X	103764001	103766000
ChrX:103812001-103814000	X	103812001	103818000
ChrX:104168001-104170000	X	104168001	104174000
ChrX:104268001-104270000	X	104268001	104272000
ChrX:104624001-104626000	X	104624001	104628000
ChrX:104640001-104642000	X	104640001	104644000
ChrX:104722001-104724000	X	104722001	104726000
ChrX:104778001-104780000	X	104778001	104780000
ChrX:104800001-104802000	X	104800001	104804000
ChrX:104862001-104864000	X	104862001	104868000
ChrX:104874001-104876000	X	104874001	104878000
ChrX:104960001-104962000	X	104960001	104964000
ChrX:105022001-105024000	X	105022001	105026000
ChrX:105314001-105316000	X	105314001	105318000
ChrX:105616001-105618000	X	105616001	105620000
ChrX:105690001-105692000	X	105690001	105694000
ChrX:105736001-105738000	X	105736001	105750000
ChrX:106324001-106326000	X	106324001	106328000
ChrX:106692001-106694000	X	106692001	106694000
ChrX:107048001-107050000	X	107048001	107056000
ChrX:107060001-107062000	X	107060001	107062000
ChrX:107332001-107334000	X	107332001	107336000
ChrX:107518001-107520000	X	107518001	107522000
ChrX:107602001-107604000	X	107602001	107608000
ChrX:107732001-107734000	X	107732001	107736000
ChrX:107960001-107962000	X	107960001	107962000
ChrX:107980001-107982000	X	107980001	107982000
ChrX:108072001-108074000	X	108072001	108076000
ChrX:108116001-108118000	X	108116001	108122000
ChrX:108176001-108178000	X	108176001	108178000
ChrX:108386001-108388000	X	108386001	108388000
ChrX:108402001-108404000	X	108402001	108404000
ChrX:108436001-108438000	X	108436001	108438000
ChrX:108496001-108498000	X	108496001	108502000
ChrX:108568001-108570000	X	108568001	108572000
ChrX:108582001-108584000	X	108582001	108584000
ChrX:108916001-108918000	X	108916001	108918000
